count,firstDocument,lastDocument,nextUrl,resultItemList.detailUrl,resultItemList.jobTitle,resultItemList.company,resultItemList.location,resultItemList.date,,,
21,2726,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Basic+math+skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10125813/701675?src=19,12 months: HR DATA Entry with SAP,,,,,
22,2726,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Basic+math+skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/amazon20/434662?src=19,Amazon (AWS) - Java Software Development Engineer - bostonjobs@amazon.com,Amazon,Cambridge,,,
23,2726,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Basic+math+skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTL60519/723075?src=19,Research Assistant - UX,Astreya Partners,Mountain View,,,
24,2726,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Basic+math+skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/amazon20/362492?src=19,Amazon (AWS) - Sr Software Engineer - Cloud Computing! bostonjobs@amazon.com,Amazon,Cambridge,,,
25,2726,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Basic+math+skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/ngitbot/16023726?src=19,Engineer Systems 2,NORTHROP GRUMMAN,Azusa,,,
26,2726,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Basic+math+skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10143403/731458?src=19,Senior Project Manager  Cisco Unified Communications,Infinity Consulting Solutions,Teterboro,,,
27,2726,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Basic+math+skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/kforcecx/ITEQG1549771?src=19,Senior Java Developer,Kforce Inc.,Tampa,,,
28,2726,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Basic+math+skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10183418/978?src=19,Director,,,,,
29,2726,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Basic+math+skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10115700c/513618?src=19,Java Developer,Randstad Technologies,Boston,,,
30,2726,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Basic+math+skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/rippblok/1954_1492_48167?src=19,UI Prototyping Engineer (Multiple Openings),Fannie Mae,Reston,,,
31,2726,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Basic+math+skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/accperny/7079909?src=19,Support Specialist,Access Staffing,Houston,,,
32,2726,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Basic+math+skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90833617/700458?src=19,Sr. Professional Network Operations ITC# 961,Louisiana Economic Development,Bossier City,,,
33,2726,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Basic+math+skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/amazon20/394978?src=19,Network Technician - AWS,Amazon,Ashburn,,,
34,2726,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Basic+math+skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/kforcecx/ITEQG1570857?src=19,Business Analyst,Kforce Inc.,Madison,,,
35,2726,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Basic+math+skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/infco001/2093?src=19,CSCS Microsoft System Configuration and Operations Manager,Information Technology Engineering Corporation,Lexington,,,
36,2726,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Basic+math+skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10198042/2105?src=19,QUALITY ASSURANCE MANAGER,Goldbelt Inc.,Washington,,,
37,2726,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Basic+math+skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/amazsell/447922?src=19,Software Development Engineer,Amazon,Seattle,,,
38,2726,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Basic+math+skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/srabot/3017323?src=19,VMware Engineer,CSRA,Arlington,,,
39,2726,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Basic+math+skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10112602/16000Z7C?src=19,Software Engineering Manager,Oracle Corporation,Arlington,,,
40,2726,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Basic+math+skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cdatar/700577?src=19,VP Front Office Developer C++,Creative Data Resources,New York,,,
41,2726,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Basic+math+skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/yohbot/1079834?src=19,Reporting Analyst Job,Yoh,,,,
42,2726,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Basic+math+skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90833617/692795?src=19,Senior Sterling Order Management Specialist,Louisiana Economic Development,Baton Rouge,,,
43,2726,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Basic+math+skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cxprince/16-11172?src=19,Data Privacy BA,Princeton Information Ltd,Warren,,,
44,2726,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Basic+math+skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10361238/737458?src=19,Workforce Management,Concourse Group,Farmington Hills,,,
45,2726,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Basic+math+skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/amazon20/446913?src=19,IT Support Engineer II - Spanish Speaking,Amazon,Tempe,,,
46,2726,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Basic+math+skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/CVTY/27745004279101331?src=19,Senior Engineer,Aetna,Phoenix,,,
47,2726,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Basic+math+skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/KANBAY/729111?src=19,Oracle PL/SQL developer,Capgemini,new york city,,,
48,2726,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Basic+math+skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cxcnetut/16-02963?src=19,Agile QA Automation Test Consultant,ConsultNet,,,,
49,2726,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Basic+math+skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10124769/CCR-NE-JM?src=19,IT Operations Technician,Data Resource Technologies,Omaha,,,
50,2726,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Basic+math+skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10106525/24238152000007842?src=19,Senior Web Developer / ServiceNow - TS-SCI Poly,Deloitte,McLean,,,
count,firstDocument,lastDocument,nextUrl,resultItemList.detailUrl,resultItemList.jobTitle,resultItemList.company,resultItemList.location,resultItemList.date,,,
1,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/RM-1168055193?src=19,C++ Graphics / Rendering Software Engineer / DirectX 11,CyberCoders,Henderson,,,
2,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/Edgeny/TechSuppNetwork?src=19,Technical Support Engineer/Network Products,Edge Technology Services,,,,
3,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/CVTY/27745004286371345?src=19,Medical Claim Analytics- Project Lead,Aetna,New Albany,,,
4,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10125042/741402?src=19,Business Analyst,Group O,Roanoke,,,
5,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10122753/95080?src=19,Business Systems Consultant,Ciber,Indianapolis,,,
6,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/amaWWcsOM/444911?src=19,Business Intelligence Analyst,Amazon,Seattle,,,
7,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/sysrecs/ATL8?src=19,JDE Senior Distribution Business analyst,Systems Recruiters,,,,
8,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10189947/160000KA?src=19,Test Automation Engineer,Intelligrated Software,Alpharetta,,,
9,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10110049/Req-1951?src=19,Systems Architect with Tririga,Pegasus Knowledge Solutions,Schaumburg,,,
10,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTX1851SC/733129?src=19,Senior Level Full Stack Support Engineer,Datis,Tampa,,,
11,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10361238/737458?src=19,Workforce Management,Concourse Group,Farmington Hills,,,
12,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/CVTY/27745004279101331?src=19,Senior Engineer,Aetna,Phoenix,,,
13,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10122753/95076?src=19,SAP ABAP Developer,Ciber,Houston,,,
14,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10107640/00000?src=19,Project Manager,Computech Corporation,columbia,,,
15,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10380692/BHJOB10147_3233?src=19,BI /  Business Intelligence Data Analyst,eHire,Atlanta,,,
16,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10122753/94600?src=19,Technical Architect & Lead Specialist,Ciber,Durham,,,
17,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10211501/904509?src=19,Sales Engineer/ Developer - Virtual,Castle Consulting,Palo Alto,,,
18,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/itca001/16-04717?src=19,Principal Software Engineer,Ascent,Englewood,,,
19,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/KB2-130960463?src=19,Director of Product Management - iPaaS,CyberCoders,San Mateo,,,
20,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90963980/694567?src=19,Business Analyst,CaptureRx,San Antonio,,,
21,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10271304/Google_CT?src=19,Google Tag Manager,Net2Source Inc.,Hartford,,,
22,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10110952/1710?src=19,BA with OBIEE,GTSS Inc,Sunnyvale,,,
23,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/NG-132089815?src=19,Senior Software Developer/Programmer,CyberCoders,Springfield,,,
24,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/RM-1168049192?src=19,Senior C++ / Computational Geometry Software Engineer,CyberCoders,Henderson,,,
25,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10355320/740014?src=19,Infrastructure Solutions Architect,Holland Square Group,Denver,,,
26,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10454485/722964?src=19,Senior Application Developer,GRAFPART CORP,Greenwich,,,
27,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/LV1-1295876102?src=19,Structural Post-Tensioned Concrete Engineer P.E.,CyberCoders,Charlotte,,,
28,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10114120/POstgreSQL?src=19,Strong Mid-Level PostgreSQL DBA,Xtivia Inc,Colorado Springs,,,
29,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10431162/741605?src=19,Storage Engineer - HDS,,,,,
30,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/taskman/736566?src=19,IT Manager (Team Lead),Task Management Inc,Shelton,,,
31,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10118015/Oracle_MD?src=19,Oracle Advanced Security Admin Needed @ Elkridge,,,,,
32,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10116608/14967?src=19,SharePoint Online Support Specialist - 14967,Camber Corporation,San Antonio,,,
33,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10457792/726781?src=19,Concept wave/Order wave Developer,Quant Systems,Dallas,,,
34,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10451878/701212?src=19,Solutions Architect (ERP/AX)  Ventura,,,,,
35,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/RM-1197252169?src=19,Senior C++ / Computational Geometry Software Engineer / 3D Math,CyberCoders,Henderson,,,
36,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10110132/130412?src=19,Network Administrator (6+ years exp. required),Bluebeam Software,,,,
37,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10299517/FSAS2016?src=19,SAS Developer,Codigent,Herndon,,,
38,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/objks001/736521?src=19,Technical Writer,Object Technology Solutions,,,,
39,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10117479/741069?src=19,Lead Data Warehouse Tester - Charlotte,,,,,
40,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/msyca001/RKZ-4317?src=19,Technical Writer,MSYS Inc.,Harrisburg,,,
41,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/ebay/123976BR?src=19,Manager,,,,,
42,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90925691/1012016-3?src=19,Technical Delivery Manager,Challenge-IT,Los Angeles,,,
43,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10111217/JDEMI8?src=19,JD-Edwards E1 Developer,Agreatis,,,,
44,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10110732/740959?src=19,ServiceNow Platform Administrator,UROOJ Corporation,Plano,,,
45,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10110813/4545?src=19,Systems Analyst 3 DataCap  @ Dimondale,,,,,
46,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10526440/4715685?src=19,Infrastructure and Development Manager,Poudre School District,Fort Collins,,,
47,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/NETSO/9690?src=19,Data Analyst,NetSource,,,,
48,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/avesta/IUE0616?src=19,Sr. RedHat  Linux Engineer -  (PERM),Avesta Computer Services,Jersey City,,,
49,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/amaWWcsOM/441828?src=19,Business Intelligence Data Engineer,Amazon,Seattle,,,
50,497,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Slightly+more+advanced+math+concepts&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10110992/671346?src=19,Digitial Communication Systems Engineer - WLAN -1174,Xpeerant Inc.,Irvine,,,
count,firstDocument,lastDocument,nextUrl,resultItemList.detailUrl,resultItemList.jobTitle,resultItemList.company,resultItemList.location,resultItemList.date,,,
1,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10106525/24251292000006342?src=19,Cyber Security - Threat Vulnerability Management Sr. Consultant,Deloitte,Reston,,,
2,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/amazon20/389066?src=19,Sr Software Development Engineer,Amazon,Austin,,,
3,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10125226/5479?src=19,Technical Solution Architect lll,JDC Group,,10/18/16,,
4,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/amazon20/431691?src=19,Software Engineer,Amazon,Tempe,,,
5,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cxjudgpa/508515?src=19,Informatica Developer (2 Needs),The Judge Group,Watertown,,,
6,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/amazon20/382824?src=19,Android Software Engineer - Amazon Music,Amazon,San Francisco,,,
7,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90884680/512514?src=19,Senior Business Analyst,JustinBradley,Washington,,,
8,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/ngitbot/14016243?src=19,Cyber Software Engineer 2,NORTHROP GRUMMAN,Annapolis Junction,,,
9,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/ngitbot/16012143?src=19,Assured Boot Team - Software Engineer 4,NORTHROP GRUMMAN,Annapolis Junction,,,
10,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10106525/24161192000019212?src=19,Programmer/Systems Integrator,Deloitte,Arlington,,,
11,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTL189468/100612334?src=19,Senior Software Engineer,Harmonia,,,,
12,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10104492/SLS00001337-3?src=19,Sales Account Executive,Manpower Group Solutions,San Antonio,,,
13,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/tacman/Advantage_2560-473?src=19,Splunk Admin,Advantage,Charlotte,,,
14,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/REIVA001/688467?src=19,Business Analyst ( Grants Management),REI Systems,Sterling,,,
15,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10115700c/514582?src=19,Senior Spotfire Developer,Randstad Technologies,Frisco,,,
16,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10466845/01300-0008839157?src=19,Digital Strategist,The Creative Group,Chicago,,,
17,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cxvolt/J3L20J6GZRT659K4X45?src=19,Microsoft Dynamics CRM Functional Consultant - Edmonton,,,,,
18,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/rhalfint/03200-9500206476?src=19,Database Developer great corporate culture!,Robert Half Technology,Charlotte,,,
19,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/ibmiirc/57236BR?src=19,Workday Sr. Business Consultant - Absence & Time,,,,,
20,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10115109/2016-7584PP?src=19,Quality Assurance Tester,Squires Group,,,,
21,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/appblok/1609_680304_0?src=19,UI Web Developer - US Telecommute,UnitedHealth Group,Hartford,,,
22,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10106525/24203712000007842?src=19,Cyber Security - Cyber Threat Senior Consultant,Deloitte,McLean,,,
23,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10112231/oaH53fwJ?src=19,Senior SQL Server Engineer,InfoReliance Corporation,Fort Huachuca,,,
24,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90940991/BBA000015879375?src=19,SQL Analyst for Itasca,,,,,
25,8916,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Advanced+Analysis&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/ngitbot/16022079?src=19,Aircraft Subsystems Design Engineers,NORTHROP GRUMMAN,Redondo Beach,,,
